tx_id,account1,account2,amount,tx_date
17708,4975-9803-1162-7196,7258-1727-3605-6117,892,2000-07-30
17709,4520-4874-2869-2354,7840-7486-7258-6597,74053,2016-02-23
17710,2344-1699-2492-6139,2813-2569-7201-5240,146,2015-08-22
17711,1349-7784-3215-3106,6819-3566-5223-5388,158,2016-11-10
17712,7684-6930-7569-8830,9108-6099-4015-6439,201,2003-03-21
17713,3310-2339-6005-7148,7040-7914-5642-1954,566,2004-12-10
17714,3994-9388-8285-9527,2418-8787-7187-7883,102,2016-12-31
17715,9367-7016-5040-6529,8837-5076-7627-1273,10899,2008-11-18
17716,2053-2548-9090-5796,4559-9175-9954-7273,1468,2012-03-27
17717,2007-7577-5180-1127,7122-6608-7712-1243,271,2014-09-12
17718,9807-6474-5232-7760,2263-6304-7222-6996,140,2005-04-20
17719,3754-9188-4461-7640,4719-7909-6704-6014,166,2001-01-11
17720,6642-1169-2286-8599,9005-1446-8677-9928,2345,2017-01-12
17721,7140-4811-5670-9751,4674-5403-7026-6324,294,2015-01-26
17722,3877-4446-9438-5658,6689-7662-3246-1920,270,2013-08-27
17723,2683-4231-6291-1829,5572-8094-4393-2410,154,2009-04-05
17724,7408-3480-7245-4832,7253-4522-1894-3879,265,2014-05-11
17725,3685-2676-1610-9297,1864-7468-1860-3771,219,2009-08-29
17726,1913-9669-3622-8194,6968-4560-4994-8279,997,2011-08-12
17727,3705-6553-7181-4663,7263-7913-3714-6029,313,2006-07-19
17728,5127-7040-9454-3377,7271-2726-2827-6998,364,2013-05-15
17729,2398-3455-6766-9627,4792-3006-8754-4520,482,2002-04-05
17730,1465-4278-5244-8016,4208-8785-5104-2444,319,2007-10-22
17731,6112-1653-9748-4712,2007-7577-5180-1127,926,2014-08-18
17732,1087-8904-6825-4431,6018-9295-4055-8325,288,2015-01-21
17733,1200-7726-4331-5076,6759-5358-1905-6087,123,2014-02-14
17734,9234-1733-3780-4459,2448-7293-7145-2790,327,2013-09-24
17735,2683-4231-6291-1829,2073-2118-7199-1364,194,2005-11-03
17736,4520-4874-2869-2354,9774-7231-4559-6334,254,2016-12-25
17737,3593-8172-8085-7605,1592-9997-8672-4401,117,2013-05-19
17738,7741-3837-6819-4924,6475-4066-4575-9877,929,2003-06-11
17739,7179-7593-9877-3438,1864-7468-1860-3771,4601,2003-05-16
17740,6112-1653-9748-4712,5063-9569-1651-1732,157,2001-03-29
17741,7179-7593-9877-3438,3269-4933-5533-1859,730,2000-08-12
17742,5138-6958-5353-2956,4570-8272-3839-2402,207,2008-02-23
17743,5063-9569-1651-1732,4053-9988-3423-9713,176,2003-06-11
17744,2479-9821-6489-8111,7783-5516-3632-7366,268,2007-04-05
17745,5432-1084-9790-2504,1087-8904-6825-4431,887,2006-11-19
17746,4044-5130-1072-1567,3345-1743-7731-1178,324,2000-07-04
17747,9517-5644-5493-1209,8804-6817-7963-5838,43350,2008-01-24
17748,8202-2678-9485-8810,4674-5403-7026-6324,107,2003-11-28
17749,4929-7164-3858-7580,3681-2713-1089-6543,119,2005-12-24
17750,8314-3416-7476-5620,6272-7779-3585-7072,116,2010-03-11
17751,4373-5620-4938-3868,6060-1587-2303-6607,2233,2010-03-09
17752,5550-4271-9814-9680,6208-8216-2075-5017,23081,2010-12-21
17753,6112-1653-9748-4712,2964-8907-1422-7179,282,2015-05-03
17754,3010-9653-4704-7737,9823-8645-4828-2481,12250,2000-01-02
17755,8544-5881-5984-4503,9745-4014-1191-9841,148,2001-12-26
17756,7147-6356-6428-6293,9327-8188-5507-4242,1733,2001-08-11
17757,2037-1540-5616-7992,8450-7315-3786-2897,243,2000-09-10
17758,4127-5990-1236-6547,9952-7119-5933-5651,151,2003-08-08
17759,5161-4409-8806-5195,5516-2697-3911-4263,327,2006-12-03
17760,6503-9366-4164-3716,2285-6212-7686-3511,1377,2015-09-25
17761,3061-8785-8289-3095,2813-2569-7201-5240,267,2016-04-07
17762,7695-6451-5453-5121,5295-3577-3400-6065,186,2009-12-27
17763,1349-7784-3215-3106,8223-4445-5171-5212,168,2012-10-30
17764,3712-2175-4885-2805,7741-3837-6819-4924,34822,2012-12-20
17765,4635-6719-7108-6418,2413-8321-8489-5350,110,2007-11-08
17766,2864-2456-7543-6860,1074-7985-4747-1073,427,2012-07-03
17767,1665-7686-6797-5339,5534-8044-9545-6725,201,2007-04-06
17768,6576-3434-4376-6192,5161-4409-8806-5195,114,2003-08-30
17769,4628-3211-7751-6932,5996-9802-5395-8075,7159,2010-06-29
17770,6761-8066-4017-4632,4445-1820-5119-6010,18667,2004-08-19
17771,4630-8446-4653-4319,6399-5413-5220-2697,267,2013-07-31
17772,6883-3499-5501-5464,1592-9433-8997-7838,365,2002-11-17
17773,9989-6870-5281-9773,6018-9295-4055-8325,147,2012-07-28
17774,2344-1699-2492-6139,1592-9997-8672-4401,354,2014-05-31
17775,1713-1246-1570-6852,4503-8780-7389-2863,570,2006-09-21
17776,2952-7437-1121-2899,2707-7467-5888-1265,105,2012-10-04
17777,3310-2339-6005-7148,1200-7726-4331-5076,249,2004-10-13
17778,3152-9361-5239-2968,8237-5748-7975-7008,1871,2010-12-29
17779,9792-8250-5633-7465,2994-5137-9000-8065,169,2013-04-30
17780,2864-2456-7543-6860,7406-3374-3749-1650,444,2002-03-22
17781,6810-1987-8777-8569,7693-6371-6866-5612,4718,2014-09-01
17782,9005-1446-8677-9928,6676-3466-8690-2570,2925,2012-07-11
17783,3153-6576-4483-1859,3061-8785-8289-3095,567,2009-09-27
17784,5818-1249-8078-3827,4193-3497-4936-1752,248,2009-02-24
17785,5161-4409-8806-5195,7520-8493-9389-4848,118,2001-05-03
17786,1519-7995-6176-3207,6864-2356-5619-1758,236510,2017-04-06
17787,8461-1562-9585-6932,8382-2618-8277-8720,350,2006-09-16
17788,8461-1562-9585-6932,7609-5068-6595-1479,114,2012-01-07
17789,4799-1949-3241-6415,5126-6975-6573-5183,5396,2003-03-23
17790,4976-4897-5414-4063,5800-1718-5633-7572,4022,2004-07-22
17791,3118-7627-8546-5423,5380-2794-8436-6046,1960,2008-01-25
17792,7709-2815-5062-7969,1626-6015-4454-5000,561,2013-04-24
17793,3705-6553-7181-4663,3203-1684-1966-6151,5208,2015-11-17
17794,7040-7914-5642-1954,3899-7421-9861-5513,41261,2002-01-28
17795,6011-7991-3992-2026,9944-8201-6012-7227,368,2005-01-12
17796,3685-2676-1610-9297,2478-9649-2640-5614,319,2001-07-24
17797,2269-5879-8317-7375,7867-3975-9122-1380,720,2004-10-09
17798,9301-5337-2779-3313,4575-7036-6650-7938,124,2000-05-24
17799,6374-2533-4318-4302,9745-4014-1191-9841,1688,2003-05-31
17800,7741-1248-5345-7049,2424-7292-9736-5880,1424,2017-05-29
17801,6193-1569-8069-2844,9952-7119-5933-5651,85173,2006-09-27
17802,6762-6777-7215-5766,2033-4806-2133-1513,9893,2017-05-12
17803,4509-1665-9262-6477,1592-9433-8997-7838,430,2015-03-09
17804,7784-1661-9619-2105,7263-7913-3714-6029,753,2014-01-06
17805,9774-7231-4559-6334,9523-1394-4017-2362,27745,2016-03-27
17806,9237-4421-5237-2032,5634-3596-9782-8448,142,2001-02-01
17807,7382-2221-5183-2633,2285-6212-7686-3511,120,2015-05-17
17808,2053-2548-9090-5796,3188-8108-4628-7632,283,2016-11-17
17809,5434-1906-9044-5127,5550-9746-5503-7299,951,2011-03-16
17810,7483-1990-1340-9859,4479-3389-4179-7584,123,2003-10-24
17811,2791-4465-7147-4541,4559-9175-9954-7273,494,2005-01-12
17812,1057-8214-6391-7655,4626-6215-7456-5051,1246,2009-04-12
17813,1576-8465-8909-7614,9234-1733-3780-4459,156,2000-10-16
17814,7179-7593-9877-3438,8500-1264-4161-3325,5874,2004-02-19
17815,1905-6063-4749-7367,3351-4760-4818-6192,131,2010-12-11
17816,7412-4094-4451-9557,1488-7547-3441-8758,677,2011-06-29
17817,1032-3219-1528-9019,7610-6717-4033-6507,131,2012-10-05
17818,3153-6576-4483-1859,5376-4903-4064-5144,809,2017-11-10
17819,2468-4926-2671-9380,1636-8268-1405-6524,638,2006-09-23
17820,6399-5413-5220-2697,2007-7577-5180-1127,649,2000-05-27
17821,6974-8320-3084-9264,7210-2018-7514-6299,104,2002-03-20
17822,6072-2519-9360-3359,2990-7332-9395-6247,256,2007-09-30
17823,3489-7648-6359-4601,5398-9356-6013-3803,493,2002-04-26
17824,5572-8094-4393-2410,4114-9487-8043-4346,1470,2009-12-03
17825,3288-5659-2893-9112,5572-8094-4393-2410,1222,2017-10-30
17826,8461-1562-9585-6932,1111-5223-2196-4110,12660,2008-04-03
17827,2749-1363-7174-2622,4085-4926-4788-1337,1013,2013-05-28
17828,1465-4278-5244-8016,4509-1665-9262-6477,169,2003-04-07
17829,9266-9532-4600-5592,2389-1109-1217-9650,321,2007-03-04
17830,5457-1890-2615-6757,5161-4409-8806-5195,164,2007-01-26
17831,9758-7096-7051-3310,3351-4760-4818-6192,219,2012-11-20
17832,2824-1739-6983-8292,6475-4066-4575-9877,27403,2007-06-21
17833,7430-4957-9936-4656,3162-7428-1388-6437,117,2009-09-12
17834,5550-4271-9814-9680,6968-4560-4994-8279,116,2016-12-03
17835,2155-1904-5713-5729,3817-3237-4836-7242,491,2011-03-16
17836,8779-9575-7033-7727,8575-8949-5231-4542,1325,2006-06-26
17837,8223-4445-5171-5212,9266-9532-4600-5592,193,2016-03-20
17838,6571-2381-3709-4494,7610-6717-4033-6507,116,2010-11-22
17839,9676-1074-3342-1773,7770-3440-7938-4455,219,2004-08-05
17840,8314-3416-7476-5620,1283-3770-8558-2519,458,2012-03-17
17841,7702-9419-4438-7560,9586-1295-6008-4271,187,2002-01-28
17842,6475-4909-6188-4654,7122-6608-7712-1243,425,2006-08-03
17843,7943-4574-6222-9564,5550-9746-5503-7299,111,2017-01-05
17844,6979-9109-9143-4052,3315-2145-1578-5503,556,2016-12-10
17845,8311-3740-2783-1637,3152-9361-5239-2968,158,2004-04-30
17846,7247-6345-1743-5847,3986-8941-7313-7853,190,2009-03-08
17847,5366-5010-5226-8398,8915-5995-1135-2402,318,2003-01-02
17848,8945-6687-3286-9783,4520-4874-2869-2354,2812,2013-08-31
17849,4347-9727-4879-8640,2071-7569-6341-8290,1056,2003-12-04
17850,5159-2266-7730-3533,4479-3389-4179-7584,155,2001-12-28
17851,2648-5118-8519-7511,8888-4449-7585-9388,824,2014-01-27
17852,4748-9933-6630-2285,7684-6930-7569-8830,1102,2010-01-21
17853,4688-8709-5812-9568,7833-3607-6654-5294,784,2002-07-01
17854,5572-8094-4393-2410,3203-1684-1966-6151,4350,2013-05-11
17855,1414-2132-9889-4866,9241-5471-6597-1787,944,2007-03-02
17856,3310-2339-6005-7148,2478-9649-2640-5614,136549,2005-06-28
17857,8779-9575-7033-7727,2479-9821-6489-8111,139,2005-06-30
17858,5550-4271-9814-9680,1458-6051-5599-5730,108,2008-01-06
17859,6457-1220-2908-7341,7665-8945-6552-4268,164,2009-07-26
17860,7054-3448-3995-2504,8837-5076-7627-1273,227,2000-12-31
17861,4106-8671-4680-5244,4873-4792-8364-7993,4540,2000-05-27
17862,8712-8892-3803-7774,6112-1653-9748-4712,103,2013-01-28
17863,7179-7593-9877-3438,3203-1684-1966-6151,399,2014-06-19
17864,8100-6085-3510-6970,7382-2221-5183-2633,1768,2009-01-09
17865,2263-6304-7222-6996,2546-5182-4904-8295,1752,2007-01-05
17866,6883-3499-5501-5464,2424-7292-9736-5880,317,2015-06-27
17867,7157-6371-8322-6378,7609-5068-6595-1479,417873,2002-12-17
17868,3152-9361-5239-2968,8584-4285-2573-9732,390,2014-07-10
17869,5996-9802-5395-8075,9788-9787-4071-5802,129,2009-10-03
17870,9375-9995-5638-4409,8225-2447-8236-7162,109,2010-11-25
17871,4748-9933-6630-2285,4872-8425-9172-3669,1634,2013-09-16
17872,2611-2023-5416-1453,6201-7251-9231-7581,336,2007-01-17
17873,7140-4811-5670-9751,8201-8285-4081-3604,405,2012-10-09
17874,4570-8272-3839-2402,8297-8718-4052-4298,625,2017-11-15
17875,2813-2569-7201-5240,9523-1394-4017-2362,217,2012-06-17
17876,6252-3055-3829-9044,3061-8785-8289-3095,2303,2005-11-18
17877,4872-8425-9172-3669,6208-8216-2075-5017,521,2015-03-16
17878,9064-2759-1901-6873,6028-5262-1581-5880,1149,2008-07-03
17879,8459-6336-4427-8091,9944-8201-6012-7227,2100,2015-09-25
17880,2000-2404-2759-8589,5516-2697-3911-4263,1591,2010-03-04
17881,3971-5723-5963-8192,5586-4827-2654-3529,280,2009-05-23
17882,7554-2549-5558-9706,2864-2456-7543-6860,732,2014-09-13
17883,3072-3467-7590-8779,9313-1866-7301-9370,610,2010-06-12
17884,4850-2816-2609-7412,4137-7604-4430-3532,86475,2004-03-24
17885,4225-1642-7057-7206,4007-9165-6559-9323,191,2011-01-27
17886,7390-9009-5052-4791,9108-6099-4015-6439,490,2009-06-16
17887,5198-9222-5686-3069,7919-7542-9594-4738,134,2002-04-13
17888,4792-3006-8754-4520,3685-2676-1610-9297,669,2004-01-26
17889,1592-9997-8672-4401,7702-9419-4438-7560,167,2005-06-21
17890,4963-8511-3670-3954,6579-9093-8897-6324,221,2016-10-20
17891,9984-6320-9675-9644,4308-8741-7237-7873,184,2009-01-28
17892,3231-2864-8488-3333,8636-9146-3182-7437,243,2012-12-01
17893,5933-5294-5100-2451,5517-5979-6775-8239,238,2012-01-25
17894,2964-8907-1422-7179,4987-5052-1703-3716,23484,2007-02-01
17895,9241-6706-6081-5893,5544-1664-9111-9796,361,2009-04-15
17896,7684-6930-7569-8830,3685-2676-1610-9297,6978,2007-10-12
17897,5161-4409-8806-5195,1864-7468-1860-3771,437,2000-04-24
17898,3593-8172-8085-7605,7741-1248-5345-7049,3822,2008-01-30
17899,8915-5995-1135-2402,2729-8930-1236-1157,1192,2005-06-15
17900,8731-8976-2252-7878,8191-8339-7890-1339,7338,2005-01-07
17901,4373-5620-4938-3868,8570-5830-9656-1197,1679,2013-09-11
17902,6777-4404-7733-1188,3168-2702-6728-9785,227,2009-04-21
17903,8261-9104-6002-3793,9687-8106-5149-3337,142,2001-06-16
17904,7927-8297-8574-3013,3705-6553-7181-4663,293,2006-10-28
17905,2864-2456-7543-6860,3967-5549-4579-5590,212,2016-05-15
17906,6060-1587-2303-6607,4873-4792-8364-7993,423,2001-07-28
17907,2422-6996-4313-7634,5586-1915-3583-6666,1411,2016-11-12
17908,7154-9757-3578-7232,6072-2519-9360-3359,329,2007-05-21
17909,3804-3721-7120-2113,6968-4560-4994-8279,191,2007-08-04
17910,1558-2244-3183-8035,1671-5649-5036-9196,1012,2009-05-28
17911,8949-3002-2567-8661,4373-5620-4938-3868,134,2002-03-19
17912,1592-9433-8997-7838,9289-5273-6133-1758,203,2014-02-12
17913,2278-1580-3571-1685,4076-8261-7888-1023,270,2005-12-20
17914,7895-1007-2934-2600,1405-8310-4903-4815,10303,2009-06-11
17915,4680-9212-8179-6498,3971-5723-5963-8192,678,2006-05-24
17916,8223-4445-5171-5212,4114-9487-8043-4346,3010,2003-12-03
17917,4604-4297-3748-2794,8061-9200-6344-9757,3592,2012-02-10
17918,4929-7164-3858-7580,4208-8785-5104-2444,246,2015-07-20
17919,1836-2168-7185-7169,8779-9575-7033-7727,160,2010-04-26
17920,5159-2266-7730-3533,5161-4409-8806-5195,4633,2002-06-16
17921,8065-9252-9399-6889,8264-1864-3025-6498,110,2004-05-05
17922,2409-2277-7397-3314,7258-1727-3605-6117,223,2010-12-31
17923,7040-7914-5642-1954,6208-8216-2075-5017,4189,2000-09-09
17924,7110-4582-1438-9270,8731-8976-2252-7878,217,2013-06-17
17925,1592-9997-8672-4401,9289-5273-6133-1758,406,2005-07-19
17926,7120-1643-3303-6641,2749-1363-7174-2622,136,2016-07-13
17927,4630-8446-4653-4319,2212-2233-2161-3574,113,2017-04-18
17928,3072-3467-7590-8779,9687-8106-5149-3337,332,2003-03-03
17929,8461-1562-9585-6932,7274-6120-9911-6699,270,2003-08-04
17930,2553-9566-4078-5208,3049-5183-3857-1585,4555,2006-05-25
17931,9711-3331-2010-5712,5612-3715-1530-1060,2892,2005-05-23
17932,2269-5879-8317-7375,3848-9786-4991-7323,155,2012-09-23
17933,8288-5929-1941-5761,7684-6930-7569-8830,1744,2003-03-02
17934,8086-5904-1474-6523,2343-9109-7454-3721,721,2016-01-12
17935,4509-1665-9262-6477,8494-5356-5715-4415,244,2013-09-13
17936,7179-7593-9877-3438,5161-4409-8806-5195,198,2011-02-21
17937,4881-3605-2117-6092,6137-6369-6621-7629,15686,2009-07-28
17938,7709-2815-5062-7969,8261-9104-6002-3793,884,2016-02-12
17939,9231-1515-3213-2474,1922-1305-7296-2787,945,2015-03-01
17940,7192-9280-1206-4193,3257-1070-7403-4676,157,2003-11-17
17941,5157-6352-1042-8416,2611-2023-5416-1453,3273,2009-05-25
17942,9005-1446-8677-9928,9686-6701-6701-8741,126,2011-10-16
17943,6155-3892-8658-9759,3203-1684-1966-6151,4230,2002-03-18
17944,1167-9580-8172-9922,7919-5284-8612-2259,732,2013-01-24
17945,3040-1699-4901-4347,5432-1084-9790-2504,143,2014-12-29
17946,4127-5990-1236-6547,1391-1215-8230-2185,122,2016-12-29
17947,8949-3002-2567-8661,3351-4760-4818-6192,399,2004-01-01
17948,5816-8021-9672-8995,6457-1220-2908-7341,793,2004-07-09
17949,8544-5881-5984-4503,9502-5884-7010-2843,105,2012-05-07
17950,3361-6773-3274-9563,7358-5663-1260-5203,101,2009-11-13
17951,5161-4409-8806-5195,6576-3434-4376-6192,917,2013-02-03
17952,5434-4704-1475-3940,6051-5430-5359-6436,26780,2016-10-25
17953,8456-6112-7925-5489,8500-1264-4161-3325,101,2006-06-28
17954,9692-2762-2232-2860,8314-3416-7476-5620,136,2004-12-06
17955,1032-3219-1528-9019,5550-4271-9814-9680,3411,2011-10-06
17956,3606-8187-7380-5582,7839-6652-8274-2902,435,2000-11-22
17957,9896-6516-7025-2552,6208-8216-2075-5017,198,2009-10-02
17958,7775-9022-7940-9658,6198-3608-9122-7742,135,2010-03-17
17959,8712-8892-3803-7774,7140-4811-5670-9751,359,2007-10-25
17960,9984-6320-9675-9644,5673-5835-3291-6530,108,2011-05-16
17961,7157-6371-8322-6378,1576-8465-8909-7614,141,2015-03-31
17962,1576-8465-8909-7614,8100-4519-2011-3440,1040,2015-12-10
17963,6576-3434-4376-6192,9758-7096-7051-3310,535,2014-02-05
17964,2708-2096-6956-7097,8374-8718-4673-8482,624,2015-11-20
17965,8100-4519-2011-3440,8837-5076-7627-1273,124,2008-09-18
17966,5534-8044-9545-6725,6950-5362-1455-3764,10408,2006-02-19
17967,3705-6553-7181-4663,3959-8037-6289-9952,713501,2008-04-30
17968,5180-9483-6300-1245,6038-1115-5192-4296,4875,2010-03-06
17969,6737-3025-9962-4700,5816-8021-9672-8995,141,2016-12-08
17970,1030-5265-1863-7912,8590-7956-5660-6955,116,2004-05-28
17971,1626-6015-4454-5000,5850-9253-7469-3530,113,2005-06-03
17972,6962-4743-4773-3237,4044-5130-1072-1567,25350,2008-09-24
17973,7408-3480-7245-4832,9918-6928-7086-2434,491,2016-04-11
17974,5712-8190-1660-9758,7030-8622-9550-5255,2658,2008-11-18
17975,9523-1394-4017-2362,9375-9995-5638-4409,197,2011-07-12
17976,4674-5403-7026-6324,1871-5893-7784-5210,126,2017-03-13
17977,7041-8847-9228-2980,7702-9419-4438-7560,122,2014-09-28
17978,9868-4205-8693-4723,8949-3002-2567-8661,378,2000-10-10
17979,9758-7096-7051-3310,5457-1890-2615-6757,116,2013-10-05
17980,5800-1718-5633-7572,7457-2937-2045-2104,179,2015-09-27
17981,2424-7292-9736-5880,4929-7164-3858-7580,297,2008-12-31
17982,1217-7032-1947-6071,9304-9958-9659-1479,106,2009-06-22
17983,2424-7292-9736-5880,3593-8172-8085-7605,26763,2013-08-24
17984,6267-5200-8324-2440,2964-8907-1422-7179,3038,2011-01-10
17985,8544-5881-5984-4503,2287-9156-1802-4290,298,2013-12-02
17986,1414-2132-9889-4866,9684-5022-7970-3940,409,2010-03-04
17987,9758-7096-7051-3310,9090-5783-8260-1912,2575,2017-11-02
17988,1032-3219-1528-9019,7483-1990-1340-9859,3278,2007-10-07
17989,4396-1674-6572-3470,2707-7467-5888-1265,322,2004-11-20
17990,5380-2794-8436-6046,3044-9807-1311-7798,1678,2005-08-24
17991,3288-5659-2893-9112,3310-2339-6005-7148,1452,2008-04-22
17992,6374-2533-4318-4302,5398-9356-6013-3803,237,2009-06-08
17993,8461-1562-9585-6932,9021-9016-3093-5923,283,2011-10-03
17994,2813-2569-7201-5240,5392-9349-8174-6241,626,2016-06-25
17995,1030-8998-6991-4966,8288-5929-1941-5761,293,2010-01-04
17996,3073-2031-9944-9687,3971-5723-5963-8192,1106,2004-04-27
17997,7927-8297-8574-3013,6060-1587-2303-6607,139,2012-03-24
17998,3489-7648-6359-4601,5419-4971-7418-3232,190,2006-02-21
17999,8311-3740-2783-1637,8920-2559-8337-2518,583,2004-09-21
18000,3726-7379-2976-5908,4570-8272-3839-2402,9936,2014-02-10
18001,7584-8397-8661-8366,4992-2874-1192-1710,147,2005-05-01
18002,4730-8226-7545-3448,1414-2132-9889-4866,1026,2010-06-28
18003,7684-6930-7569-8830,3959-8037-6289-9952,203114,2009-02-14
18004,2864-2456-7543-6860,7154-9757-3578-7232,286,2015-06-16
18005,7554-2549-5558-9706,6054-4392-9381-9487,163,2005-12-18
18006,9005-1446-8677-9928,2857-8878-4978-4888,107,2002-01-31
18007,3756-1671-4423-2393,8665-5686-8087-9242,86945,2015-07-15
18008,4308-8741-7237-7873,9687-8106-5149-3337,234,2016-09-15
18009,5392-9349-8174-6241,4427-2227-2700-3968,230,2002-12-26
18010,9788-9787-4071-5802,1962-5565-1702-6976,8272,2008-08-07
18011,2389-1109-1217-9650,9687-8106-5149-3337,279,2012-01-21
18012,7709-2815-5062-7969,6208-8216-2075-5017,381,2011-04-06
18013,9686-6701-6701-8741,3544-5783-4670-5363,377,2014-07-01
18014,6579-9093-8897-6324,1032-3219-1528-9019,42293,2012-12-17
18015,3188-8108-4628-7632,5850-9253-7469-3530,207,2015-08-05
18016,5266-4623-1726-8475,8223-4445-5171-5212,602,2010-10-23
18017,2952-7437-1121-2899,8095-6706-4249-8602,550,2013-11-06
18018,3029-1146-3750-4393,2751-8326-2748-1222,104,2004-11-25
18019,6810-1987-8777-8569,4975-9803-1162-7196,945,2005-11-24
18020,4680-9212-8179-6498,1796-7227-9635-3918,133,2014-10-21
18021,6201-7251-9231-7581,2285-6212-7686-3511,128,2016-11-22
18022,1922-1305-7296-2787,2798-8182-5942-2450,666,2004-03-19
18023,7412-4094-4451-9557,3153-6576-4483-1859,47320,2010-04-02
18024,5933-5294-5100-2451,6950-5362-1455-3764,171,2007-10-29
18025,1087-8904-6825-4431,6475-4066-4575-9877,601,2015-12-31
18026,1922-1305-7296-2787,4914-1369-4852-1321,439,2011-08-05
18027,7840-7486-7258-6597,3593-8172-8085-7605,370,2010-12-14
18028,1375-5543-2512-4872,3029-1146-3750-4393,1649,2016-10-17
18029,2612-8627-5044-4868,2100-1900-2157-2245,139,2001-12-06
18030,4873-4792-8364-7993,5159-2266-7730-3533,414,2004-01-16
18031,7253-4522-1894-3879,5159-2266-7730-3533,186,2011-04-07
18032,2424-7292-9736-5880,8496-5736-2563-5986,231,2008-03-03
18033,1771-5127-6404-6326,2389-1109-1217-9650,85820,2011-04-19
18034,4628-3211-7751-6932,4155-8246-9356-6680,6603,2011-01-23
18035,6968-4560-4994-8279,1200-7726-4331-5076,129,2001-06-04
18036,8678-2327-5874-7540,3310-2339-6005-7148,122,2010-10-08
18037,7746-9395-7334-3072,5485-6733-4208-8714,2072,2002-05-11
18038,6579-9093-8897-6324,8500-1264-4161-3325,454,2007-10-10
18039,3203-1684-1966-6151,2952-7437-1121-2899,79945,2014-08-24
18040,8915-3696-3280-2772,3044-9807-1311-7798,2054,2005-08-04
18041,5332-9757-5167-5315,8016-9625-4639-8776,2878,2009-05-14
18042,5572-8094-4393-2410,5457-1890-2615-6757,14620,2004-11-21
18043,3249-7505-8135-8302,6148-1629-6874-4707,107,2002-07-24
18044,7371-6061-6314-1687,4373-5620-4938-3868,892,2013-07-24
18045,2864-2456-7543-6860,6579-9093-8897-6324,247,2004-02-15
18046,1087-8904-6825-4431,3231-2864-8488-3333,109,2011-11-07
18047,1905-6063-4749-7367,2864-2456-7543-6860,251,2006-03-15
18048,1864-7468-1860-3771,6503-9366-4164-3716,2792,2000-08-02
18049,3269-4933-5533-1859,4748-9933-6630-2285,618,2004-05-13
18050,7040-7914-5642-1954,1200-7726-4331-5076,144,2014-09-11
18051,5010-9825-5187-9495,5637-8999-2591-4865,1647,2011-11-06
18052,2813-2569-7201-5240,6475-4066-4575-9877,256,2005-12-20
18053,3061-8785-8289-3095,3986-8941-7313-7853,104,2016-04-06
18054,9241-5471-6597-1787,8934-8044-5340-3247,491,2009-06-27
18055,1933-2275-7718-6225,3685-2676-1610-9297,69724,2012-06-18
18056,9858-4261-2179-4724,9241-3245-7274-3077,582,2003-05-16
18057,5687-7905-5824-7450,1136-2886-8859-3039,1027,2017-11-04
18058,1074-7985-4747-1073,3097-8744-4037-3622,267,2007-05-27
18059,9307-3579-8818-6412,3798-1731-4675-7978,358,2009-06-19
18060,2545-3469-3757-8509,9676-1074-3342-1773,274,2000-02-19
18061,5098-6584-6700-3453,8314-3416-7476-5620,172,2012-03-29
18062,1852-5951-3815-8419,8302-2285-4051-2017,135,2008-12-12
18063,1922-1305-7296-2787,7867-3975-9122-1380,684,2011-07-09
18064,7867-3975-9122-1380,2500-3268-8860-4919,93515,2007-06-04
18065,9289-5273-6133-1758,2424-7292-9736-5880,1890,2011-09-26
18066,5315-8972-1688-7673,2024-8259-9371-3888,127,2013-12-29
18067,8311-3740-2783-1637,5877-7733-9229-4863,1496,2010-11-19
18068,6316-3096-4721-6130,1111-5223-2196-4110,1963,2004-01-25
18069,2269-5879-8317-7375,6195-4438-5950-5929,109,2014-06-03
18070,8456-6112-7925-5489,7584-8397-8661-8366,4071,2015-01-25
18071,9105-1540-5297-3048,8306-5880-8491-8000,138,2015-06-23
18072,9774-7231-4559-6334,2813-2569-7201-5240,160,2003-03-04
18073,6877-7441-9342-8209,5198-9222-5686-3069,594,2017-06-06
18074,4275-4812-5985-9275,3619-4718-5526-4113,114,2003-05-09
18075,7483-1990-1340-9859,1074-7985-4747-1073,747,2004-12-29
18076,4479-3389-4179-7584,3288-5659-2893-9112,829,2001-09-16
18077,6031-8819-8921-3177,5161-4409-8806-5195,489,2001-02-02
18078,8477-1586-4638-2182,5845-6903-8657-3867,147,2013-04-04
18079,7179-7593-9877-3438,5757-9018-4786-7360,885,2010-07-04
18080,6508-1153-8939-3273,6072-2519-9360-3359,6544,2012-01-27
18081,3685-2676-1610-9297,3203-1684-1966-6151,35311,2017-07-19
18082,9944-8201-6012-7227,9327-8188-5507-4242,336,2012-08-10
18083,8779-9575-7033-7727,8461-1562-9585-6932,1144,2016-05-14
18084,3593-8172-8085-7605,9774-7231-4559-6334,424,2004-04-11
18085,5417-2835-6969-7096,1488-7547-3441-8758,592,2006-10-25
18086,2269-5879-8317-7375,8133-3052-4732-5262,10417,2001-11-16
18087,8494-5356-5715-4415,3712-2175-4885-2805,2118,2013-01-31
18088,7578-2561-2742-5251,9863-2305-4323-5632,109,2008-10-02
18089,6399-5413-5220-2697,7333-3292-1587-3747,3511,2017-11-12
18090,4053-9988-3423-9713,1087-8904-6825-4431,572,2004-02-29
18091,1576-8465-8909-7614,4975-9803-1162-7196,714,2010-08-10
18092,5534-8044-9545-6725,6877-7441-9342-8209,106,2010-03-27
